ah,Ah
cariño,Schätzchen
digo,sagen
van,gehen
hombres,Herren
buenas,gut
somos,sind
cualquier,irgendein
forma,bilden
mientras,während
lado,Seite
debo,Ich sollte
sería,möchten
caso,Fall
pueden,Sie können
pasó,Ich passe
primera,Erste
genial,Kalt
chico,Junge
supuesto,soll
hice,Ich tat
pues,Gut
adiós,Wiedersehen
muchas,viele
personas,Personen
señora,Frau
volver,Rückkehr
esas,diese
quizá,Vielleicht
contra,gegen
camino,Straße
durante,während
hablando,sprechen
manera,Weg
muerto,tot
persona,Person
rápido,Schnell
cuál,die
ayuda,Hilfe
historia,Geschichte
iba,ich wollte
supongo,ich vermute
nueva,Neu
entiendo,Ich verstehe es
dentro,innerhalb
casi,fast
puerta,Tor
ves,Sie sehen
pasar,verbringen
primero,Erste
significa,es bedeutet
semana,Woche
hacia,gegenüber
quizás,kann sein
espero,Warten
juntos,zusammen
año,Jahr
niños,Kinder
pronto,frühzeitig
tío,Onkel
suerte,Glück
ciudad,Stadt
siquiera,eben
feliz,glücklich
venir,kommen
hija,Tochter
gustaría,Möchte
minutos,Protokoll
cuánto,wie viele
os,Sie
hey,Hey
muerte,Tod
dejar,Lassen
realidad,Wirklichkeit
deja,Lassen
problemas,Probleme
vi,gesehen
da,gibt
importante,wichtig
dijiste,sagte
corazón,Herz
miedo,Furcht
jefe,Chef
agua,Wasser
haré,Ich werde tun
justo,nur
horas,Std.
poder,kann
buenos,die guten
esposa,Ehefrau
manos,Hände
debes,Du solltest
viene,kommt
venga,aufleuchten
nuestros,unser
ojos,Augen
adelante,voraus
encontrar,finden
mano,Hand
cinco,fünf
niño,kleiner Junge
ninguna,keiner
otros,Andere
cara,teuer
cuidado,Achtung
bajo,Bass
cerca,nah dran
viejo,alt
déjame,lassen Sie mich
noches,Nächte
bastante,Ziemlich
fin,Fertig
tomar,Getränk
único,einzigartig
misma,gleich
escucha,Hören
ningún,keiner
suficiente,genügend
punto,Punkt
cuándo,Wenn
sigue,Folgen
haya,ist
equipo,Ausrüstung
grande,Großartig
necesita,muss
llegar,erhalten
incluso,eben
algunos,Etwas
doctor,Arzt
difícil,schwer
aunque,obwohl
hubiera,hatte
primer,Erste
coche,Wagen
hago,ich mache
clase,Klasse
cuatro,vier
mas,Plus
dices,Du sagst
pequeño,wenig
llama,Anruf
toma,Einnahme
hiciste,tat
allá,dort
última,letzte
arriba,hoch
tierra,Erde
guerra,Krieg
pensar,denken
pueda,ich kann
igual,Dasselbe
loco,verrückt
sangre,Blut
mujeres,Frauen
vuelta,Schoß
fui,ich war
trabajar,arbeiten
tenido,Gefärbt
juego,abspielen
deberías,Du solltest
cuerpo,Körper
e,und
algunas,etwas
entrar,Treten Sie ein
cree,Glauben
podía,könnte
debemos,muss
oportunidad,Chance
teléfono,Telefon
necesitamos,brauchen
final,Finale
listo,clever
fiesta,Party
muchos,Viele
estabas,Du warst
quieren,Sie wollen
vete,Geh weg
auto,Auto
dar,geben
vivir,Leben
posible,möglich
ok,okay
hermana,Schwester
número,Nummer
meses,Monate
exactamente,exakt
culpa,Fehler
abajo,Nieder
escuela,Schule
ido,Weg
fuerte,stark
diciendo,Sprichwort
habla,Rede
esté,Ost
ello,es
pregunta,Frage
chicas,Mädchen
eran,war
unas,Nagel
pasando,gehen
atrás,hinter
malo,Schlecht
capitán,Kapitän
sra.,Frau
bebé,Baby
segundo,zweite
sabemos,wir wissen
mayor,Alten
comida,Lebensmittel
morir,Sterben
conozco,kennt
dame,Gib mir
fácil,einfach
comer,Essen
vino,kam
lista,bereit
haga,machen
necesitas,du brauchst
hijos,Söhne
probablemente,wahrscheinlich
padres,Väter
habitación,Zimmer
creer,glauben
pensando,Denken
fueron,war
dime,Sag mir
trata,um
buscando,Suche
tuve,ich hatte
tampoco,entweder
amo,Liebe
joven,junger Mann
podrías,könnten Sie
sola,allein
par,Paar
única,nur
hacen,machen
seguir,fortsetzen
dr.,DR.
simplemente,einfach
dicen,Sie sagen
medio,Mittel
puta,Hündin
saben,Sie wissen
sentido,Sinn
hagas,Sie machen
segura,sicher
esperar,erwarten von
lejos,weit
arma,Waffe
alto,hoch
pequeña,klein
dólares,Dollar
seis,sechs
estaban,Sie sind
seguridad,Sicherheit
maldita,verdammt
estuvo,er war
preocupes,Sorge
palabra,Wort
esperando,hoffen auf
queda,Überreste
oficina,Büro
matar,töten
iré,ich werde gehen
cama,Bett
además,was ist mehr
último,neueste
oído,Ohr
habría,da würde sein
estará,wird sein
dio,es gab
recuerdo,Erinnerung
siendo,Sein
acerca,um
tenga,haben
luz,hell
correcto,Recht
ud.,Du.
demonios,Dämonen
nuestras,unsere
verte,dich sehen
dormir,schlafen
sitio,Platz
ayudar,Hilfe
conseguir,erhalten
di,gab
marido,Ehemann
paz,Frieden
idiota,Trottel
plan,planen
dado,gegeben
cuanto,wie viel
peor,schlechter
murió,er starb
pueblo,Dorf
vivo,live
venido,ich komme
john,John
basta,Genügend
paso,Schritt
deberíamos,wir sollten
música,Musik
diga,Sagen
minuto,Minute
anoche,letzter Nacht
llamar,anrufen
piensa,denken
país,Land
digas,du sagst
rey,König
perdón,Verzeihung
mucha,viel
falta,Mangel
pienso,Ich finde
diablos,Teufel
perdido,verirrt
niña,kleines Mädchen
señorita,Fehlschlagen
diez,zehn
lleva,trägt
hospital,Krankenhaus
grandes,groß
maldito,verdammt
otras,Andere
llamado,genannt
hacemos,wir machen
llevar,tragen
fuego,Feuer
aqui,hier
tuvo,Er hatte
poner,stellen
calle,Straße
acaba,nur
prueba,Prüfen
increíble,unglaublich
real,real
libro,Buchen
orden,bestellen
semanas,Wochen
especial,Besondere
mía,Mine
café,Kaffee
duro,Dauerte
empezar,Anfang
afuera,außen
queremos,wir wollen
perro,Hund
cielo,Schatz
jack,Jack
puesto,Marktstand
viaje,Reise
detrás,hinter
cuarto,vierte
querida,Liebling
haría,würdest du
preguntas,Fragen
piensas,Du denkst
querido,Liebling
libre,frei
buscar,Suche
cual,die
diré,Ich werde sagen
suena,Geräusche
jugar,abspielen
cambio,Rückgeld
película,Film
millones,Millionen
habrá,es wird____geben
llamada,Anruf
resto,sich ausruhen
vemos,wir sehen
extraño,seltsam
mala,Schlecht
presidente,Präsident
srta.,MS.
irme,gehen
ropa,Kleidung
perder,verlieren
vuelve,Komm zurück
agente,Agent
palabras,Wörter
información,Information
raro,Selten
hará,Wird besorgt
entiendes,Du verstehst
éste,Ost
trabajando,Arbeiten
tratando,versuchen
general,Allgemeines
trato,handeln
usar,verwenden
perfecto,perfekt
derecho,Gesetz
modo,Modus
ayer,Gestern
conoces,du weißt
demás,der Rest
quieras,Sie wollen
podríamos,wir könnten
noticias,Nachrichten
asesino,Attentäter
encontrado,gefunden
control,Kontrolle
odio,Hass
frente,Vorderseite
sexo,Sex
decirle,Sag ihm
estaré,ich werde sein
divertido,komisch
armas,Waffen
recuerdas,denken Sie daran
amiga,Freund
grupo,Cluster
asunto,Affäre
acabo,fertig
mensaje,Botschaft
encima,Über
atención,Aufmerksamkeit
diferente,anders
uh,ÄH
cállate,schließen
daño,Schaden
sucede,das passiert
cambiar,Rückgeld
siguiente,Nächste
sino,Andernfalls
the,Das
seas,Sie sind
médico,medizinisch
boca,Mund
dejó,Lassen
error,Fehler
jamás,Niemals
largo,Länge
pena,Kummer
voz,Stimme
futuro,Zukunft
siente,Gefühl
secreto,Geheimnis
baño,Bad
mil,eintausend
decirte,sage dir
sam,Sam
pensaba,Gedanke
novia,feste Freundin
propia,besitzen
sueño,schlafen
haz,machen
fuerza,Stärke
deben,Sie müssen
supone,Es vermutet
estábamos,Wir waren
ambos,beide
ay,Oh
estuve,war
encontré,ich fand
vuelto,gedreht
dolor,Schmerzen
dile,Sag ihm
encanta,Liebt
edad,das Alter
darle,Gib ihm
pie,Fuß
negro,Schwarz
ganar,gewinnen
york,York
aire,Luft
lamento,Klage
verlo,sehe ihn
asesinato,Mord
vio,er sah
adónde,wohin
llegado,angekommen
disculpe,Verzeihung
s,s
cita,Datum
estaría,Es würde
fuiste,Du warst
sistema,System
gusto,Geschmack
pobre,Arm
negocio,Geschäft
mente,Geist
tuyo,deine
campo,Landschaft
mire,Aussehen
situación,Lage
tras,nach
hotel,Hotel
vosotros,Sie
funciona,Arbeiten
foto,Foto
abogado,Rechtsanwalt
loca,verrückt
propio,eigenes Selbst
alrededor,um
próxima,nächste
terminado,fertig
hablas,sprechen
pagar,bezahlen
mató,getötet
llamo,genannt
personal,Mitarbeiter
sientes,du fühlst
ocurre,tritt ein
ésta,ist
recuerda,denken Sie daran
mitad,halb
quiera,wollen
pelo,Haar
tenías,Sie hatten
viste,Kleider
oficial,offiziell
llegó,ich komme an
compañía,Gesellschaft
relación,Beziehung
conoce,bekannt
pase,das passiert
montón,viel
mejores,oben
creí,ich glaubte
cena,Abendessen
sentir,Gefühl
través,durch
accidente,Unfall
i,Yo
ellas,sie
caja,Kasse
tranquilo,Ruhe
bonito,Hübsch
eras,Alter
asi,So
pudo,könnte
vive,es lebt
vista,Aussicht
estúpido,Dummkopf
línea,Linie
caballeros,Herren
haremos,Wille
dan,geben
quédate,bleibe
tienda,Laden
comprar,kaufen
entendido,es wird verstanden
centro,Center
salvo,außer
mes,Monat
joe,Joe
sol,Sonne
tonto,täuschen
hambre,Hunger
michael,Michael
mesa,Tisch
respuesta,Antwort
completamente,vollständig
david,David
carta,Buchstabe
totalmente,total
imposible,unmöglich
pruebas,Tests
novio,Freund
normal,normal
gustan,wie
frank,Frank
pude,Ich könnte
charlie,Charlie
traje,Kostüm
dirección,die Anschrift
siete,Sieben
dijeron,Sie sagten
placer,Vergnügen
sean,Sean
tendrá,werde haben
barco,Boot
blanco,Weiß
tom,Tom
profesor,Professor
servicio,Service
muchacho,junger Kerl
reunión,treffen
dejado,links
ley,Gesetz
quisiera,Ich möchte
hubo,dort war
george,George
programa,Programm
carrera,Rennen
cumpleaños,Geburtstag
muchachos,Jungs
culo,Arsch
canción,Lied
hermosa,schön
universidad,Uni
boda,Hochzeit
decirme,Sag mir
cualquiera,irgendein
tengas,Haben
hacía,gegenüber
estés,sein
sala,Wohnzimmer
llevo,tragen
decisión,Entscheidung
espere,Warte ab
necesario,notwendig
sal,Salz
entra,tritt ein
prisa,sich beeilen
carajo,Scheiße
embargo,Embargo
interesante,interessant
tendrás,du wirst haben
escuchar,Hören
abuela,Oma
hicieron,Sie machten
detective,Detektiv
horrible,entsetzlich
suelo,ich für gewöhnlich
fotos,Fotos
cárcel,Gefängnis
acá,hier
io,Io
mike,Mike
siéntate,Hinsetzen
decía,Er sagte
intentando,versuchen
vámonos,Lass uns gehen
maldición,verdammt
silencio,Schweigen
muerta,tot
capaz,fähig
salió,er ging
club,Verein
terminar,Enden
temo,ich fürchte
bromar,#VALUE!
gobierno,Regierung
prometo,das verspreche ich
cámara,Kamera
media,halb
terrible,abscheulich
llamó,Ich rufe
regalo,Geschenk
amable,sanft
dulce,süß
muertos,tot
querías,Du wolltest
ataque,Attacke
das,Sie geben
navidad,Weihnachten
negocios,Geschäft
pudiera,könnte
ocho,acht
avión,Flugzeug
investigación,Forschung
acabó,nur
juro,ich schwöre
mantener,halt
ejército,Heer
papel,Papier
partes,Partys
ten,Zehn
gracioso,komisch
diría,würde sagen
principio,Anfang
delante,vor dem
teniente,Leutnant
deseo,Verlangen
vayas,gehen
nave,Schiff
sale,kommt heraus
basura,Müll
vine,kam
contacto,Kontakt
esposo,Ehemann
tren,Zug
encontramos,wir finden
dale,Fortfahren
verdadero,real
tuya,deine
alma,Seele
hazlo,Tu es
disculpa,Es tut uns leid
junto,zusammen
anda,Spaziergang
tendré,ich werde haben
matrimonio,die Ehe
saberlo,kennt
locura,Verrücktheit
oro,Betete
permiso,Genehmigung
director,Direktor
peligro,Achtung
libertad,Freiheit
alegro,froh
baja,kurz
tendremos,wir werden haben
derecha,Rechts
encuentra,finden
pies,Fuß
segunda,zweite
maravilloso,wunderbar
espacio,Platz
rato,Wenige Weile
abuelo,Großvater
esperaba,Ich erwartete
mirando,anschauen
salud,Die Gesundheit
sorpresa,Überraschung
ninguno,keiner
miren,Aussehen
triste,traurig
aun,still
pensado,durchdacht
maestro,Lehrer
según,entsprechend
infierno,Hölle
podrían,könnte
tipos,Typen
tía,Tante
crimen,Verbrechen
conocido,bekannt
consejo,Tipp
ante,in Anbetracht
iglesia,Kirche
intento,Versuchen
mayoría,die meisten
doy,geben
peter,Peter
hicimos,Wir machten
escena,Szene
piso,eben
señal,Schild
honor,ehren
llamas,Anrufe
abre,öffnet
cerebro,Gehirn
veras,du wirst sehen
viendo,Sehen
pone,setzt
pregunto,Ich frage
cocina,Küche
vestido,Kleid
inteligente,intelligent
vieja,alte Frau
caballo,Pferd
vienen,Sie kommen
vidas,lebt
bar,Bar
corte,Gericht
sucedió,passiert
adentro,drinnen
drogas,Drogen
enseguida,sofort
busca,Suche
agradable,Hübsch
carne,Fleisch
parecía,sah aus wie
departamento,Abteilung
lindo,hübsch
mar,Meer
duda,Zweifel
edificio,Gebäude
conocer,kennt
cargo,Position
víctima,Opfer
luna,Mond
energía,Energie
frío,kalt
hablo,redete
baile,tanzen
trabaja,Arbeiten
misión,Mission
listos,Bereit
ayudarte,dir helfen
izquierda,links
paul,Paul
beber,trinken
deje,verlassen
finalmente,Endlich
simple,einfach
daré,Ich werde geben
sabías,Du wusstest
puedas,Du kannst
puso,stellen
creía,ich glaubte
regresar,zurückgeben
llega,kommt an
entender,verstehen
mirar,ansehen
sacar,nehmen
cambiado,geändert
trae,Bringen
hermoso,gutaussehend
opinión,Meinung
verás,du wirst sehen
linda,hübsch
apenas,kaum
segundos,Sekunden
cerveza,Bier
harás,du wirst machen
estuviera,ich war
creen,Sie glauben
oír,hören
tendría,hätte
cuántos,viele
hablado,gesprochen
hablamos,Wir sprechen
reina,Königin
temprano,frühzeitig
tema,Thema
prisión,Gefängnis
porqué,Weil
vuelva,Zurückkehren
público,Öffentlichkeit
ocurrió,Es trat auf
veré,ich werde sehen
salvar,sparen
partido,passen
bonita,hübsch
joder,Scheiße
causa,weil
caliente,heiß
sargento,Sergeant
cenar,Diner
compañero,Mitarbeiter
llevó,tragen
banco,Bank
existe,existiert
ben,Ben
zona,Zone
destino,Bestimmung
base,Base
solía,gewöhnt an
cliente,Klient
irse,verlassen
perra,Hündin
james,James
encuentro,treffen
encontró,er fand
pelea,Kampf
san,Heilige
norte,Norden
quise,ich wollte
coronel,Oberst
apuesto,gutaussehend
peligroso,gefährlich
viva,live
vienes,du kommst
necesitan,Sie brauchen
té,Tee
excepto,außer
juicio,Beurteilung
podamos,wir können
llave,Schlüssel
equivocado,falsch
posición,Position
trasero,Rückseite
irnos,gehen
espalda,der Rücken
excelente,Exzellent
éxito,Erfolg
modos,Modi
ventana,Fenster
veamos,Mal schauen
especie,Spezies
teníamos,wir hatten
diferencia,Unterschied
formas,Formen
pedir,Fragen
últimos,letzte
escúchame,Hör mir zu
ejemplo,Beispiel
ése,das
radio,Radio
lee,lesen
calma,Sich beruhigen
hogar,Heimat
volveré,Ich komme wieder
fondo,Hintergrund
humano,Mensch
henry,Henry
tí,Sie
iremos,wir werden gehen
unidos,Vereinigt
habían,Sie sind
jesús,Jesus
planeta,Planet
verme,Sehen Sie mich
respecto,betrachten
regreso,Zurückkehren
debido,fällig
seré,ich werde sein
tenían,Sie hatten
leer,lesen
parar,Pause
lleno,voll
dejé,verlassen
respeto,Respekt
debajo,unter
harry,Harry
escribir,schreiben
estación,Bahnhof
pidió,fragte
alta,hoch
pista,Hinweis
estrella,Stern
enfermo,krank
duele,tut weh
sueños,Träume
veremos,wir werden sehen
miles,Tausende
darme,Gib mir
órdenes,Aufträge
ocupado,besetzt
sigues,bist du noch
corre,läuft
podido,Ich habe
dejes,Verlassen
nivel,eben
habéis,Du hast
experiencia,Erfahrung
darte,dir geben
salida,Ausfahrt
decirlo,Sag es
confiar,vertrauen
hacerte,mach Dich
necesitaba,erforderlich
hermanos,Brüder
zapatos,Schuhe
color,Farbe
vistazo,Blick
nena,Küken
tratar,behandeln
parecer,sehen
juez,Richter
próximo,nächste
paciente,Geduldig
hayas,sein
bolsa,Tasche
arte,Kunst
mary,Maria
jugando,Spielen
llevas,Du trägst
alegra,Alegra
bailar,tanzen
diablo,Teufel
oí,I habe gehört
sepa,Kennt
estarás,Du wirst
sur,Süden
banda,Band
aprender,lernen
precio,Preis
completo,Komplett
santo,heilig
culpable,schuldig
ganas,Verlangen
tuvimos,Wir hatten
you,Du
verla,Sieh es
volvió,zurückgegangen
libros,Bücher
ojo,Auge
serán,wird sein
cielos,Himmel
matado,getötet
azul,blau
diferentes,anders
irte,gehen
ia,IA
comandante,Kommandant
acción,Aktion
reglas,Regeln
obra,Baustelle
esperanza,Hoffnung
cuestión,Frage
molesta,verärgern
teniendo,haben
bill,Rechnung
informe,Bericht
jimmy,Jimmy
río,Fluss
bienvenido,Herzlich willkommen
abrir,offen
tocar,abspielen
bob,Bob
contar,zählen
sigo,Ich folge
interior,Innerhalb
apartamento,Wohnung
vea,Sehen
estados,Zustand
estáis,Sie sind
preocupa,Sorgen
tomó,ich nehme
principal,Haupt
empieza,Start
londres,London
empezó,es begann
vayan,gehen
jim,Jim
llaman,Sie rufen
ojalá,Ich wünsche
perdona,Verzeihung
vuelvo,ich komme wieder
golpe,Schlag
quedarme,bleibe
llamaré,ich werde rufen
acabado,Fertig
estilo,Stil
nueve,neun
definitivamente,bestimmt
quedar,bleibe
cartas,Karten
bomba,Bombe
guardia,bewachen
pistola,Pistole
probar,Versuchen
majestad,Majestät
traer,bringen
marcha,Marsch
pareces,Du scheinst
común,gemeinsames
aquel,das
hacerle,tun
vuelo,Flug
nota,Hinweis
danny,Danny
humanos,Menschen
estaremos,wir werden sein
valor,Wert
suyo,deine
objetivo,Zielsetzung
repente,Plötzlich
debía,sollte
rojo,rot
bromeando,scherzen
irá,wird
entrada,Eintrag
doble,doppelt
dejaré,Ich werde gehen
evitar,vermeiden
máquina,Maschine
cuello,Nacken
conocí,ich traf
tiempos,Zeit
tome,nehmen
nick,Nick
animales,Tiere
alex,Alex
acaso,vielleicht
tuviera,hatte
pareja,Partner
verano,Sommer
escuché,Hören
ama,Liebe
serás,Du wirst
mentira,Lüge
tarjeta,Karte
hagan,tun
perdí,Ich vermisste
correr,Lauf
steve,Steve
traído,gebracht
llegue,ich kam an
preparado,bereit
haberlo,haben
tony,Tony
usa,Verwendet
intentar,versuchen
ayudarme,Hilf mir
flores,Blumen
dando,geben
vos,Sie
opción,Möglichkeit
isla,Insel
cierra,Nah dran
piel,Haut
enemigo,Feind
dejo,links
exacto,genau
imbécil,täuschen
jóvenes,Jugendliche
pedido,bestellen
larga,lang
entiende,versteht
justicia,Gerechtigkeit
nuevos,Neu
obviamente,offensichtlich
despierta,Wach auf
pido,Ich frage
calor,Wärme
luces,Beleuchtung
refiero,Ich meine
fuimos,ging
batalla,Schlacht
déjalo,lass es in Ruhe
intenta,Versuchen
sarah,Sarah
fantástico,Fantastisch
brazo,Arm
absolutamente,unbedingt
llena,voll
hacerme,mach mich
salga,aus
recordar,erinnern
escapar,wegkommen
bosque,Wald
gay,Fröhlich
señores,Damen und Herren
quedan,Sie bleiben übrig
piernas,Beine
visita,Besuch
parís,Paris
usando,Verschleiß
ganado,Vieh
movimiento,Bewegung
blanca,Weiß
rico,Reich
inocente,unschuldig
pesar,wiegen
absoluto,absolut
vacaciones,Feiertage
um,Äh
mismos,gleich
tomado,vergriffen
habías,Du warst
planes,Pläne
cine,Kino
toca,Berührungen
brillante,funkelnd
confianza,Vertrauen
vuestra,dein
nombres,Namen
especialmente,besonders
fbi,FBI
embarazada,schwanger
esperen,Warte ab
pantalones,Hose
defensa,verteidigen
terminó,Begriff
salido,trat aus
estupendo,Großartig
jane,Jane
presión,Druck
inmediatamente,sofort
testigo,Zeuge
deberían,Sie sollten
olvidado,Vergessene
soldados,Soldaten
resulta,Ergebnis
tommy,Tommy
depende,beruht
motivo,Grund
inglés,Englisch
suya,ihres
estudio,lernen
acabar,Fertig
sentimientos,Gefühle
tomando,Einnahme
dieron,Sie gaben
parecen,Sie sehen aus wie
llaves,Schlüssel
perros,Hunde
propósito,Zweck
noticia,Nachrichten
partir,verlassen
vuestro,dein
metros,Meter
santa,Heilig
quedarse,bleiben
clientes,Kunden
podrá,kann
cuántas,wie viele
ridículo,lächerlich
damas,Damen
estuviste,Du warst
tranquila,ruhig
operación,Betrieb
come,Essen
empresa,Geschäft
ayúdame,Hilf mir
laboratorio,Labor
elección,Auswahl
menudo,häufig
beso,Kuss
copa,Tasse
conversación,Gespräch
brazos,Waffen
espíritu,Geist
dejas,Sie lassen
cansado,müde
interesa,Interessen
refieres,Was meinen Sie
casado,verheiratet
enorme,enorm
asuntos,Angelegenheiten
fe,Glaube
muestra,Probe
trampa,fangen
ray,Strahl
billy,Billy
memoria,Erinnerung
johnny,Johnny
contrario,Gegenteil
soldado,Soldat
subir,geh hinauf
turno,drehen
encantaría,Ich würde verzaubern
preocupado,betroffen
restaurante,Restaurant
saliendo,herauskommen
escrito,geschrieben
cálmate,immer mit der Ruhe
bienvenida,willkommen
caer,Herbst
llevaré,ich werde tragen
leche,Milch
estrellas,Sterne
prefiero,ich bevorzuge
red,Netz
viejos,alt
solamente,nur
oiga,Hör mal zu
estén,sind
cuentas,Konten
taxi,Taxi
anillo,Ring
richard,Richard
preguntar,Fragen
victoria,Sieg
quiénes,Wer ist es
héroe,Held
pequeños,die Kleinen
decidido,beschlossen
películas,Filme
responsable,verantwortlich
trago,Getränk
volverá,Zurückkehren zu
árbol,Baum
ibas,Du warst
dientes,Zähne
encantado,erfreut
camión,LKW
vender,verkaufen
llame,Ich rief
detente,Pause
luchar,Kampf
cabo,Kap
ruido,Lärm
lucha,Kampf
muere,Gehen Sie tot
reloj,Uhr
gato,Katze
averiguar,herausfinden
volar,fliegen
vayamos,Lass uns gehen
tanta,So viel
vendrá,wird kommen
corriendo,in Eile
yendo,gehen
colegio,Uni
sonido,Klang
caballero,Ritter
pasada,passieren
código,Code
hagamos,Lass es uns tun
imagen,Bild
riesgo,Risiko
llegamos,wir sind angekommen
alguno,etwas
pan,brot
millón,Million
malas,Schlecht
dama,Dame
hielo,Eis
coño,Kegel
cayó,es fiel
prensa,Drücken Sie
querer,wollen
vengan,Kommen Sie
eddie,Eddie
caminar,gehen
televisión,Fernseher
pasará,es wird passieren
momentos,Momente
coger,nehmen
posibilidad,Wahrscheinlichkeit
hubiese,da würde sein
mark,Markieren
asiento,Sitz
tuviste,Du sahst
herido,verletzt
maría,Maria
seguramente,sicherlich
proyecto,Projekt
pared,Mauer
sentí,Ich fühlte
sospechoso,verdächtig
naturaleza,Natur
ésa,Dies
silla,Stuhl
perdió,verirrt
robert,Robert
policías,Polizei
arreglar,arrangieren
sentado,sitzend
papi,Vati
ideas,Ideen
obtener,erhalten
felices,Glücklich
señoría,Lordschaft
cantidad,Menge
bebe,Baby
mírame,Schau mich an
chris,Chris
papa,Papa
llorar,trauern
quedó,Es war
familiar,Familie
desastre,Katastrophe
locos,verrückt
escuche,ich hörte
quedarte,bleibe
política,Politik
pedí,Ich fragte
sois,Sie sind
nosotras,wir
will,Werden
enfermedad,Krankheit
encontraron,Sie fanden
colega,Kollege
príncipe,der Prinz
verde,grün
bajar,gehen
nervioso,hoch aufgeregt
vengo,ich komme
inspector,Inspektor
sirve,es dient
puertas,Türen
fuerzas,Kräfte
playa,Strand
cantar,singen
déjeme,Verlasse mich
velocidad,Geschwindigkeit
total,gesamt
cabello,Haar
suficientemente,genügend
huellas,Fußabdrücke
haberte,hast du
debí,Debí
unidad,Einheit
estan,sind
cuchillo,Messer
t,t
oigan,Hey
quienes,wer
gana,Gewinnen
tonterías,Mist
emergencia,Notfall
perfecta,Perfekt
hable,ich sprach
gustaba,gefallen
lugares,setzt
ryan,Ryan
show,Zeigen
robo,Stahl
permite,Es erlaubt
parque,Park
uds.,Du.
roto,gebrochen
serie,Serie
puse,ich lege
nuevas,Neu
evidencia,Beweis
conocerte,kenne dich
estúpida,dumm
preocupe,Sorge
perdone,Verzeihen
botella,Flasche
viento,Wind
mando,ich sende
